16853,FORMA SIMP.TRAD.BWB TABLET MEDIO 1UN,0.605,0.6413
7448,FORMA SIMP.TRAD.BWB TIPO KITKAT 1UN,0.605,0.46746
7437,FORMA SIMP.TRAD.BWB TRUFA GRANDE 1UN,0.605,0.46746
16861,FORMA SIMP.TRAD.BWB TRUFA MARCADA 1UN,0.605,0.46746
25610,FORMA SIMP.TR.BWB CONE INCLINADO 1UN,0.605,0.6413
25609,FORMA SIMP.TR.BWB PLAQ.RED LISA 30X3 1UN,0.605,0.6413
25611,FORMA SIMP.TR.BWB PLAQ.RED TEXTURIZ.1UN,0.605,0.47954
27231,PALITOS P/PIRULITO BWB PQ.ROSA SOL.100UN,1.81,0
17464,PLACA DE TEXTURA BWB MATELASSE 1UN,4.24,4.4944
13274,TIRA DE ACETATO BWB 15CMX4M 1UN,7.43,7.8758
19432,DERRETEDEIRA PRAT.BWB P/CHOC.ROSA 1UN,5.69,5.247
14070,FORMA BWB TRAD.ESP.MINI PAO MEL COR.1UN,4.74,4.558
